arrival_month,Total_spend,no_of_special_requests,arrival_date,age,Usage_frequency,Support_calls,market_segment_type,type_plan,arrival_year,booking_status
7,930,1,8,38,20,7,4,2,2024,1
11,635,2,4,43,30,2,4,1,2024,1
10,860,1,23,28,23,8,3,2,2024,0
3,307,0,7,50,22,8,4,2,2024,0
8,624,1,21,27,29,4,4,2,2024,1
4,447,1,26,53,26,9,4,1,2024,1
6,464,0,23,30,6,4,4,1,2024,0
11,789,0,13,43,8,3,2,0,2024,1
8,243,0,15,33,11,4,4,0,2024,1
8,164,1,11,30,12,10,4,1,2024,1
12,960,0,4,57,15,5,3,0,2023,1
9,336,2,15,52,15,1,4,2,2024,1
9,148,2,1,42,11,7,4,1,2024,1
4,692,1,8,22,4,10,4,1,2024,1
8,959,0,14,51,2,7,4,1,2023,1
11,286,0,20,27,10,6,3,0,2023,1
6,352,1,28,41,30,0,4,1,2024,1
7,727,2,10,31,3,9,4,2,2024,1
5,666,0,5,62,10,1,3,1,2024,0
8,404,0,10,41,6,2,4,0,2024,0
5,602,1,2,49,21,1,3,2,2024,1
11,656,2,12,26,4,5,4,2,2024,0
3,542,2,24,33,7,2,4,0,2024,1
11,853,1,22,30,2,4,3,0,2023,1
11,516,2,1,26,20,9,4,0,2024,1
4,239,2,3,55,8,2,4,1,2024,1
10,125,2,13,63,12,2,4,2,2024,1
8,359,0,29,61,17,10,4,1,2023,1
3,697,0,3,58,6,2,4,2,2024,0
7,165,0,11,24,4,4,3,0,2023,0
5,188,0,20,52,25,10,3,2,2024,1
7,312,1,28,20,2,5,4,0,2024,0
9,321,2,18,24,17,0,4,1,2024,1
9,666,1,5,44,10,0,4,2,2024,1
10,313,2,20,64,2,7,4,2,2024,1
3,644,0,25,28,16,9,4,2,2024,0
8,681,1,21,55,13,2,4,0,2024,1
12,491,2,6,38,16,0,4,1,2024,0
4,873,0,6,24,20,8,3,1,2024,1
10,791,0,16,63,23,6,3,2,2023,1
5,329,0,6,63,1,9,4,2,2024,0
1,584,0,19,26,29,9,3,0,2024,1
11,631,0,18,48,8,10,3,2,2024,1
8,780,2,28,42,30,4,4,1,2024,1
8,164,1,24,64,27,9,4,0,2024,0
8,782,0,4,41,13,1,4,0,2024,0
11,245,0,21,26,15,0,3,0,2024,1
10,395,0,30,50,10,0,3,1,2023,0
12,311,2,29,57,20,2,4,1,2024,1
1,615,0,19,27,20,6,3,1,2024,1
7,537,1,26,57,14,2,4,1,2024,1
6,729,1,11,19,25,0,4,0,2024,1
7,253,2,8,41,18,6,4,1,2024,1
5,844,0,10,49,20,9,3,1,2024,1
10,786,1,1,41,22,2,4,1,2024,1
3,697,0,13,59,29,5,2,1,2024,1
6,616,1,14,43,10,5,2,1,2024,1
12,322,0,4,32,13,0,3,0,2023,1
12,147,1,16,34,20,6,4,2,2023,1
7,886,1,2,61,28,2,4,0,2024,1
12,319,1,28,24,1,2,4,1,2024,1
5,264,1,9,54,3,0,4,1,2024,1
10,285,0,5,61,26,10,3,0,2024,0
1,462,0,26,58,21,6,2,2,2024,1
10,405,0,19,20,3,1,3,2,2024,1
3,281,0,17,37,21,9,4,0,2024,0
1,306,0,25,47,30,6,2,2,2024,1
9,315,0,6,52,3,8,3,0,2024,0
9,637,2,20,61,4,0,4,1,2023,1
8,149,0,25,49,19,9,4,1,2024,0
10,325,1,23,56,22,4,3,0,2024,0
11,413,0,7,50,2,6,0,1,2024,0
10,524,1,25,42,2,5,3,1,2023,1
2,336,0,28,42,15,8,3,1,2024,0
1,242,0,29,39,20,7,4,1,2024,1
6,584,0,3,19,26,2,3,1,2024,0
9,586,0,15,32,10,8,4,2,2023,1
5,937,0,2,28,6,1,3,0,2024,1
8,118,2,11,49,18,4,4,2,2024,1
3,761,0,28,54,15,7,4,1,2024,0
8,990,2,31,53,23,3,4,2,2024,1
11,711,2,18,27,14,6,4,2,2024,0
11,969,0,11,61,19,9,3,2,2024,1
7,499,2,15,56,5,8,4,0,2024,1
9,426,1,4,21,8,8,4,0,2023,1
3,935,0,1,51,15,7,3,2,2024,1
7,997,0,1,43,30,5,3,1,2023,1
9,675,1,5,48,6,9,4,0,2024,1
4,626,1,23,35,30,4,4,0,2024,0
9,913,0,18,48,28,5,3,2,2024,1
3,787,0,4,61,20,8,4,2,2024,0
9,667,1,25,20,6,10,4,0,2024,1
11,270,1,2,27,11,9,4,1,2024,0
12,551,0,6,49,26,7,3,0,2023,1
7,543,1,13,42,13,7,4,2,2024,1
4,168,1,25,54,12,3,4,1,2024,1
5,146,1,21,41,25,3,4,0,2024,0
7,635,0,23,20,28,5,4,0,2024,0
6,404,0,4,62,13,8,3,2,2024,1
4,225,0,20,56,3,4,4,1,2024,1
7,501,2,24,31,17,10,4,1,2024,1
10,152,2,26,19,4,7,4,0,2024,1
9,849,0,27,48,3,1,2,2,2023,1
8,173,0,24,45,19,6,4,0,2024,0
11,403,0,8,48,21,3,3,2,2023,1
3,945,0,6,18,27,1,4,0,2024,1
4,140,0,21,21,5,3,4,2,2024,1
9,977,0,18,25,25,2,3,2,2023,1
11,452,1,13,47,26,10,4,2,2024,1
9,981,2,15,57,5,5,4,1,2024,1
8,882,0,7,37,7,7,4,0,2024,0
10,280,0,20,35,13,2,4,1,2024,0
9,919,0,20,59,7,7,2,1,2023,1
5,374,1,2,56,21,3,4,0,2024,1
12,754,2,8,51,28,6,4,1,2024,1
7,100,2,28,43,30,3,4,2,2024,1
8,493,0,11,63,5,9,4,0,2023,0
8,600,2,16,64,15,8,4,2,2024,1
12,572,0,21,34,30,10,4,0,2024,0
10,479,0,12,58,14,1,3,1,2024,0
2,964,0,3,34,20,9,4,2,2024,0
3,710,2,30,64,4,8,4,2,2024,0
9,977,0,12,65,15,4,4,2,2024,0
5,355,0,22,39,3,10,3,2,2024,1
12,602,0,16,38,29,5,4,2,2024,1
6,792,0,30,31,15,7,4,0,2024,0
9,885,1,6,19,27,9,4,2,2024,1
8,989,1,1,48,23,3,4,2,2023,0
9,461,0,9,60,20,10,2,2,2023,1
6,965,1,8,62,17,5,4,2,2024,1
1,156,1,10,53,12,10,4,2,2024,1
6,561,0,15,26,12,7,3,1,2024,0
6,462,0,7,37,7,8,4,0,2024,1
12,431,2,7,20,20,10,4,2,2024,1
12,488,0,30,28,24,0,3,2,2023,1
10,306,0,13,30,17,7,3,1,2024,1
2,578,0,26,26,29,4,4,0,2024,1
6,565,0,2,61,24,0,3,0,2024,1
5,297,2,9,49,24,2,4,0,2024,1
9,804,0,21,20,26,6,3,0,2023,1
4,238,0,6,59,25,8,3,1,2024,1
6,757,0,18,25,27,9,4,1,2024,0
7,375,0,8,35,3,2,4,1,2024,0
8,617,2,17,64,18,7,4,1,2023,0
4,185,1,18,40,16,10,4,2,2024,0
7,751,0,5,46,8,7,3,0,2024,1
5,409,1,24,41,3,8,2,2,2024,1
8,708,0,11,26,29,7,3,2,2024,1
3,186,0,17,47,26,5,4,0,2024,1
4,602,0,21,61,3,5,4,1,2024,0
7,980,1,10,20,21,4,4,1,2024,0
5,131,0,5,51,22,10,4,2,2024,0
8,151,2,9,55,13,9,4,1,2024,0
5,740,1,23,64,4,3,4,2,2024,0
9,440,0,19,29,15,0,3,0,2024,1
8,580,0,25,32,27,5,4,1,2024,1
10,808,0,29,30,11,2,4,1,2024,0
9,500,0,29,42,8,9,2,2,2023,1
10,159,1,29,19,20,9,3,2,2024,1
9,678,0,15,40,29,6,4,1,2024,0
5,814,2,7,63,29,9,4,0,2024,1
9,650,1,21,44,25,2,4,1,2024,0
9,996,0,26,53,13,8,4,1,2024,0
2,501,1,13,54,6,1,4,0,2024,1
2,563,0,13,29,21,7,4,1,2024,1
8,302,0,19,25,13,10,3,2,2024,0
10,412,2,31,50,4,4,4,2,2024,0
8,973,0,3,42,12,2,4,0,2024,0
11,602,0,6,38,15,4,4,0,2024,0
10,495,0,6,57,2,10,4,2,2024,1
4,737,0,12,57,30,2,3,0,2024,1
6,442,0,15,33,10,10,3,0,2024,0
9,457,0,20,43,21,8,2,0,2023,1
6,602,1,10,33,2,10,3,1,2024,1
8,418,0,19,36,4,7,1,2,2023,1
4,267,0,19,60,10,3,4,0,2024,0
7,943,0,17,48,26,5,4,0,2024,0
10,265,0,30,22,5,8,3,0,2023,0
10,348,0,10,30,21,6,4,2,2023,0
8,349,1,22,43,7,7,4,1,2024,1
2,886,0,21,45,10,7,3,1,2024,1
11,831,0,5,22,20,0,3,1,2024,1
8,934,2,11,44,7,9,4,0,2023,1
6,421,0,15,18,7,6,3,2,2024,0
12,387,1,24,18,5,3,4,0,2023,1
10,931,1,3,33,9,1,4,1,2024,0
5,458,0,8,38,25,4,2,1,2024,1
4,538,0,6,29,8,9,4,2,2024,0
9,369,0,18,22,16,5,3,2,2023,1
8,999,1,20,44,19,4,4,1,2023,1
11,453,1,5,32,19,5,4,2,2024,0
8,452,0,14,38,27,8,3,2,2023,1
10,827,1,7,40,25,1,3,1,2024,1
5,111,0,25,48,22,4,4,2,2024,1
10,939,0,16,41,3,0,4,2,2024,1
8,385,1,13,54,19,9,4,1,2024,1
6,220,0,17,28,25,6,3,2,2024,0
5,535,0,24,20,2,4,4,2,2024,0
9,628,0,8,39,29,8,4,0,2024,1
9,533,2,12,28,29,6,4,0,2023,1
6,115,0,6,26,24,9,3,1,2024,1
9,566,0,15,64,26,4,4,0,2024,1
7,438,2,20,34,28,1,4,0,2024,1
6,932,0,19,26,25,2,3,0,2024,1
6,372,1,26,61,6,9,4,1,2024,1
6,613,0,24,27,16,7,3,1,2024,1
11,831,0,4,53,5,4,3,2,2023,1
8,289,0,16,27,23,6,4,0,2024,0
10,895,0,4,64,19,4,4,0,2024,0
4,524,1,21,59,30,7,4,0,2024,1
12,372,2,8,19,13,2,4,1,2024,1
7,194,1,11,28,7,5,4,2,2024,1
8,699,0,1,52,12,9,4,1,2024,0
11,470,2,18,32,6,8,4,2,2024,1
2,135,1,15,42,21,4,4,0,2024,1
10,716,0,12,31,12,4,3,1,2024,0
4,787,1,11,27,1,7,3,1,2024,1
10,177,1,2,65,17,5,4,1,2023,1
11,546,0,21,22,12,3,4,0,2024,0
6,759,0,15,55,30,8,4,2,2024,0
10,381,0,28,32,28,6,3,0,2023,1
1,660,1,25,54,6,2,4,1,2024,1
6,631,0,9,41,5,10,4,0,2024,0
3,195,1,14,44,20,4,4,1,2024,0
5,389,0,8,27,22,8,4,2,2024,1
10,663,0,13,29,22,6,3,1,2024,1
5,347,0,27,28,19,8,3,1,2024,1
10,735,1,13,29,8,2,4,0,2024,1
7,806,1,19,37,2,7,4,1,2024,1
6,950,0,24,45,30,1,3,0,2024,1
5,433,0,20,49,26,8,3,1,2024,1
9,809,0,28,61,20,6,3,2,2024,1
10,222,0,12,56,27,10,3,2,2023,0
9,272,1,4,41,25,9,4,0,2023,1
3,216,0,27,19,28,3,3,2,2024,1
8,613,3,17,20,10,5,4,2,2023,1
8,223,2,1,20,18,10,4,2,2024,1
10,229,0,29,21,13,9,3,0,2023,1
9,120,0,22,38,16,1,4,1,2024,0
11,230,1,18,29,20,0,3,2,2023,1
9,102,0,12,54,20,2,4,2,2024,0
10,966,2,7,27,10,2,4,0,2023,1
4,585,0,12,28,12,5,4,0,2024,0
2,829,1,26,21,17,2,2,2,2024,1
4,919,0,2,24,13,4,4,1,2024,0
8,434,1,8,50,25,8,4,1,2024,1
10,361,0,14,54,13,0,3,1,2024,1
8,186,1,19,26,2,6,4,1,2023,1
6,417,0,5,65,15,9,2,2,2024,0
10,939,1,2,37,12,7,4,2,2024,1
8,438,1,18,42,27,2,3,2,2024,0
10,240,0,21,58,26,6,4,1,2024,0
9,869,0,24,54,27,7,4,0,2024,0
9,536,1,28,53,15,0,4,1,2024,1
10,815,0,2,50,6,4,3,0,2023,1
10,460,2,13,55,16,6,4,1,2024,1
10,108,2,13,61,19,1,4,2,2024,1
5,344,2,25,40,26,7,4,2,2024,0
3,329,1,1,23,24,6,4,0,2024,1
4,954,2,28,52,12,0,3,2,2024,1
3,154,1,19,47,30,4,4,1,2024,0
3,380,0,5,43,11,1,4,1,2024,0
12,514,1,2,52,7,3,4,2,2024,0
12,700,2,8,65,1,3,4,2,2024,1
3,615,0,8,37,15,7,4,0,2024,0
6,726,1,20,29,30,5,2,1,2024,1
11,929,1,22,37,3,8,4,2,2024,1
8,421,1,1,65,20,10,4,2,2024,1
10,393,0,10,63,11,7,3,2,2023,1
8,239,2,13,51,30,4,4,1,2024,0
9,192,0,20,24,2,5,4,2,2024,0
8,127,1,14,31,1,6,4,1,2024,1
10,484,0,20,27,30,3,3,1,2024,1
12,947,0,5,42,27,0,4,1,2024,1
10,608,2,19,40,13,10,4,2,2024,1
3,907,1,16,57,2,7,4,2,2024,1
10,472,1,31,42,12,0,3,1,2023,1
7,211,0,13,25,1,7,4,2,2024,1
9,840,3,9,33,19,3,4,0,2024,1
1,498,1,8,59,17,9,4,1,2024,1
9,548,1,10,44,1,8,1,2,2023,1
10,133,1,23,22,30,4,3,0,2024,1
8,115,0,15,46,12,10,3,2,2024,1
4,241,1,15,42,17,3,3,1,2024,1
10,637,0,22,58,27,8,4,0,2024,0
10,930,1,30,57,2,7,3,2,2023,1
5,121,0,8,63,11,9,3,0,2024,1
2,206,0,12,30,23,5,4,2,2024,0
12,887,1,19,25,2,5,4,1,2023,1
10,179,0,3,48,11,4,3,0,2024,0
7,669,0,7,60,4,7,4,0,2023,0
12,349,0,2,58,16,3,3,2,2024,1
4,979,0,27,39,12,3,4,0,2024,0
3,257,0,18,35,1,10,4,1,2024,0
8,111,0,10,54,26,9,4,0,2023,0
5,802,2,27,56,16,8,4,2,2024,1
8,262,2,5,57,15,9,4,2,2023,1
7,860,0,9,47,25,4,4,2,2024,0
2,809,0,13,29,10,7,4,2,2024,0
5,473,0,4,25,6,10,4,2,2024,0
11,967,2,27,26,28,4,4,1,2023,1
9,725,1,13,37,1,6,3,2,2024,0
9,164,1,19,26,25,6,2,1,2024,1
7,829,0,13,34,12,6,3,0,2024,1
11,965,1,1,31,4,5,4,1,2023,1
9,765,1,7,55,17,8,4,2,2024,1
9,226,0,5,51,18,9,4,2,2024,0
3,359,1,19,28,12,1,4,1,2024,1
8,764,0,9,18,20,6,3,0,2024,1
5,704,0,16,29,1,6,4,0,2024,1
8,791,0,21,40,28,7,4,2,2024,1
10,381,5,14,57,10,7,4,1,2023,1
10,413,0,12,21,2,7,3,0,2024,0
10,723,2,5,48,10,5,4,0,2024,1
9,709,0,24,22,1,10,4,0,2024,0
9,721,0,11,63,19,6,4,2,2024,1
4,725,2,11,29,16,3,4,0,2024,1
11,175,1,10,50,9,2,4,0,2024,1
4,784,0,24,38,16,7,4,2,2024,0
6,189,0,24,30,13,3,3,1,2024,1
10,724,0,6,52,8,9,3,1,2023,1
2,626,0,18,47,19,8,4,1,2024,0
7,265,1,1,18,9,5,2,0,2024,1
11,592,0,16,35,11,5,2,0,2024,1
3,385,1,4,49,16,4,4,2,2024,1
9,106,1,5,46,18,2,4,0,2024,0
8,511,1,12,36,18,6,4,1,2024,1
10,476,0,9,63,20,2,3,1,2024,0
3,903,0,20,39,29,2,4,2,2024,1
9,543,2,3,24,5,10,4,0,2023,1
5,227,0,16,63,26,2,2,1,2024,1
7,561,0,16,29,23,5,4,2,2023,0
1,809,1,14,47,12,2,4,0,2024,1
12,213,0,5,52,28,7,2,0,2023,1
3,557,1,25,49,3,6,3,2,2024,1
11,772,0,20,33,21,1,3,0,2024,1
11,370,0,7,25,21,7,3,2,2024,1
7,726,0,6,36,8,7,3,0,2024,0
9,717,0,30,40,27,5,3,0,2024,1
7,502,1,10,26,2,7,4,0,2023,0
8,810,1,5,55,12,9,4,0,2023,1
12,599,1,3,34,7,4,4,1,2023,0
7,659,1,30,62,24,4,4,1,2024,0
9,659,0,16,27,30,9,4,1,2024,0
9,281,0,18,63,17,6,3,2,2023,1
8,793,0,14,50,29,7,3,2,2023,1
9,964,1,2,63,21,10,4,0,2024,1
4,398,2,1,51,25,5,4,0,2024,1
7,483,0,13,45,16,8,4,0,2024,1
9,975,0,26,49,12,2,4,0,2024,0
2,570,0,4,60,13,7,2,1,2024,1
10,917,0,13,36,8,4,3,1,2023,1
11,945,0,1,41,6,6,3,2,2024,1
7,101,1,6,59,21,10,4,0,2024,1
6,985,0,17,56,30,8,3,0,2024,0
7,121,0,21,43,27,5,3,0,2024,1
4,309,0,22,27,13,1,3,1,2024,0
10,808,1,2,38,19,0,4,0,2024,0
12,122,1,27,64,5,6,4,0,2024,1
9,789,0,26,63,30,7,3,0,2024,0
10,955,2,17,43,1,2,4,0,2024,1
12,520,1,29,55,14,4,3,2,2024,1
12,121,0,4,23,17,9,3,0,2023,1
10,959,1,25,36,8,10,4,1,2024,1
11,849,3,10,60,17,6,4,0,2024,1
10,425,1,23,35,4,2,4,0,2024,0
2,494,0,24,54,14,9,4,0,2024,1
8,834,0,14,27,21,1,3,0,2023,1
6,858,1,20,28,10,0,4,1,2024,1
7,891,0,14,49,10,2,3,1,2024,1
10,553,0,13,59,1,6,3,2,2024,1
7,718,0,21,36,2,3,3,0,2024,1
4,874,1,9,63,24,9,3,2,2024,1
11,226,0,25,42,27,6,3,0,2024,0
12,340,0,20,29,4,3,4,0,2024,0
5,185,0,17,45,19,6,2,0,2024,1
7,338,2,4,20,21,9,4,2,2024,0
7,846,0,31,46,23,8,4,1,2024,0
9,976,4,26,33,19,6,4,2,2024,1
7,275,2,21,22,28,3,4,1,2024,1
10,510,1,1,46,13,7,4,2,2023,1
8,387,2,1,27,19,8,4,2,2024,0
11,191,1,14,50,22,8,4,0,2024,1
7,666,1,18,20,10,6,4,1,2024,1
11,724,1,19,63,8,10,4,1,2024,1
9,575,1,26,28,29,2,4,1,2024,1
9,767,2,1,20,3,1,4,0,2024,1
5,293,2,9,25,27,7,4,1,2024,1
8,513,1,18,22,3,1,3,2,2024,0
9,968,1,25,22,2,10,3,0,2023,1
9,949,0,9,59,2,1,2,0,2023,0
9,646,1,1,57,2,9,1,1,2023,1
11,743,2,17,58,23,6,4,2,2024,1
4,170,0,25,60,29,10,4,1,2024,0
12,469,2,12,31,9,4,4,2,2023,1
10,619,0,1,25,3,9,4,2,2023,1
9,761,0,18,51,28,2,3,1,2023,1
7,592,1,28,50,25,9,4,0,2024,1
10,399,0,16,28,26,8,3,1,2023,1
7,398,1,27,34,27,6,4,2,2023,1
8,534,0,9,53,19,9,4,2,2023,1
10,251,0,16,51,8,3,3,0,2023,0
9,511,2,4,29,10,2,4,0,2024,1
5,358,1,4,59,11,1,1,1,2024,1
10,842,0,20,62,3,1,3,2,2023,1
3,945,0,26,38,26,7,4,1,2024,0
8,460,1,29,64,19,2,4,1,2023,0
10,140,1,21,36,28,10,4,0,2024,0
4,995,0,22,48,10,2,4,1,2024,0
9,598,0,26,37,1,3,4,0,2024,1
3,663,0,5,61,4,1,4,1,2024,0
4,585,1,28,55,25,7,4,2,2024,1
8,160,1,4,47,22,1,4,2,2023,1
11,582,0,11,49,9,8,3,2,2024,1
6,353,0,3,48,21,9,4,2,2024,1
3,797,1,16,18,17,6,4,0,2024,1
9,975,0,8,51,10,4,4,1,2024,0
1,752,2,7,19,5,8,4,1,2024,1
7,611,0,6,20,20,10,4,0,2024,0
10,670,0,6,35,24,1,3,1,2023,1
8,850,1,17,48,30,1,4,1,2024,1
3,629,0,1,52,1,0,3,0,2024,1
10,376,0,25,42,25,6,3,1,2024,1
10,549,3,5,43,5,8,4,0,2024,1
10,614,0,15,51,30,7,3,0,2023,1
8,359,1,5,58,30,3,4,1,2023,1
4,680,1,15,35,2,6,4,1,2024,1
3,206,1,20,39,19,10,4,2,2024,1
3,496,1,17,54,16,10,2,2,2024,1
8,926,0,19,42,11,7,4,1,2024,0
9,852,0,17,52,18,8,3,0,2023,1
12,217,2,6,43,22,7,4,1,2024,1
9,195,0,3,54,29,7,4,0,2024,0
7,444,0,21,42,4,0,3,1,2024,0
11,562,1,7,56,4,8,4,2,2024,1
9,462,0,22,62,15,5,3,2,2024,0
7,107,2,23,40,28,10,4,0,2024,1
2,436,2,5,55,18,10,4,1,2024,1
4,919,0,16,55,24,2,4,2,2024,0
2,718,1,12,24,9,2,3,0,2024,1
4,442,0,21,52,12,1,4,0,2024,1
10,421,3,19,21,10,5,2,2,2024,1
10,428,0,30,19,14,0,4,0,2024,1
4,929,0,29,53,2,5,3,1,2024,1
11,118,0,15,52,5,9,3,1,2024,1
8,133,1,27,41,28,8,4,1,2024,0
8,208,0,8,18,16,0,4,2,2024,0
9,767,1,25,40,12,1,4,1,2024,1
6,318,1,28,43,4,3,4,1,2024,0
5,948,2,9,58,23,9,4,0,2024,1
4,716,0,13,39,19,0,4,1,2024,0
4,757,2,29,54,9,2,4,0,2024,1
11,952,1,26,51,20,1,4,2,2024,0
12,408,0,7,44,26,0,4,2,2024,0
1,991,0,2,19,6,6,3,0,2024,1
11,250,1,16,51,22,8,4,2,2023,1
5,713,1,20,37,5,6,3,1,2024,1
12,766,2,5,56,7,4,4,1,2024,1
9,658,1,12,39,28,2,4,0,2024,1
6,641,0,12,41,1,3,3,0,2024,0
5,256,2,4,20,22,3,4,1,2024,1
3,721,1,11,34,24,1,4,1,2024,1
3,623,0,4,41,2,3,4,0,2024,0
7,675,1,6,38,19,2,4,1,2024,1
10,899,0,16,48,23,2,3,1,2023,0
4,144,0,20,22,12,3,2,0,2024,1
3,905,0,24,63,3,10,3,0,2024,1
9,426,1,16,48,8,4,4,2,2024,1
8,517,3,23,34,22,6,4,0,2023,1
12,576,0,16,33,1,3,4,0,2024,0
12,162,1,14,53,28,5,4,0,2024,1
12,541,2,3,22,21,4,3,1,2024,1
6,741,1,26,27,25,1,4,2,2024,1
10,262,3,4,30,19,5,4,0,2023,1
8,459,0,8,35,23,8,3,0,2023,0
7,825,0,11,51,19,9,4,2,2024,0
1,382,0,2,41,8,5,4,1,2024,1
10,487,0,24,28,16,10,3,0,2024,1
3,781,3,15,60,14,9,4,2,2024,1
8,816,1,27,22,21,3,4,0,2024,0
8,156,2,4,47,25,0,4,2,2024,1
6,824,0,3,60,1,7,3,0,2024,1
10,412,0,15,21,21,10,4,1,2024,0
6,194,1,17,23,15,5,4,2,2024,1
9,303,0,14,52,25,3,4,2,2024,0
2,656,0,19,65,20,3,2,0,2024,1
10,937,0,8,53,13,0,3,0,2023,1
10,427,1,5,53,9,9,4,0,2024,0
9,172,2,3,61,1,9,4,2,2024,1
2,356,1,27,31,14,6,4,1,2024,1
6,874,1,23,27,29,5,4,0,2024,1
10,271,0,11,47,3,1,3,0,2024,0
12,848,0,1,24,25,5,4,2,2024,0
11,584,1,14,41,18,8,4,2,2024,1
3,532,1,19,44,9,10,4,0,2024,0
8,878,1,7,55,20,2,4,0,2023,1
6,376,1,21,34,20,0,4,0,2024,1
3,937,1,18,50,14,4,4,0,2024,1
10,981,0,10,62,17,4,3,2,2023,0
9,124,2,23,23,13,1,4,2,2024,1
8,903,1,1,38,15,0,4,0,2024,1
8,384,0,19,33,4,7,4,2,2024,0
10,531,0,13,62,16,10,3,1,2023,1
6,947,0,17,49,4,3,3,2,2024,0
4,948,1,28,42,11,10,4,2,2024,1
6,873,0,2,34,5,7,4,1,2024,0
10,495,2,19,48,1,3,3,0,2023,1
11,728,1,26,63,29,7,4,2,2023,1
12,581,1,26,47,11,0,4,1,2024,1
11,102,0,7,34,15,0,2,0,2024,1
9,568,2,15,35,26,5,4,1,2024,1
5,572,2,19,25,1,10,4,2,2024,1
11,308,1,30,59,6,4,4,0,2024,1
9,356,1,18,39,22,9,4,2,2024,1
9,827,0,25,22,25,9,3,1,2023,0
10,942,0,13,48,27,8,3,0,2024,1
7,835,0,1,49,18,0,4,2,2023,0
10,341,0,10,20,21,5,2,2,2024,1
4,230,1,23,33,3,10,4,2,2024,1
9,138,1,21,30,27,9,3,2,2024,0
10,975,2,18,25,16,5,4,2,2023,1
2,337,0,11,20,1,10,2,2,2024,1
9,190,0,25,28,5,5,3,1,2023,0
8,157,0,24,65,29,3,3,2,2024,0
5,620,1,2,61,6,1,4,1,2024,1
2,981,0,14,22,17,2,4,2,2024,1
3,120,0,12,41,23,2,4,0,2024,1
10,479,0,14,50,11,10,4,2,2024,0
10,801,0,9,52,27,2,3,1,2023,1
10,655,1,16,36,17,2,4,1,2024,0
11,155,2,28,59,11,5,4,1,2024,0
12,577,0,9,26,11,7,3,2,2024,1
2,656,1,5,19,15,2,4,2,2024,1
3,700,1,29,51,1,2,1,2,2024,1
10,829,0,21,19,7,0,3,1,2024,0
6,334,1,26,47,23,5,3,0,2024,0
3,779,0,4,46,2,4,3,0,2024,1
10,362,0,10,41,15,10,3,0,2024,1
10,123,0,16,43,4,3,3,2,2023,0
9,297,0,20,35,25,8,4,0,2024,0
12,161,1,26,23,20,9,4,0,2024,1
2,592,1,26,46,16,9,4,2,2024,1
9,584,0,13,42,2,2,3,2,2023,1
9,971,1,4,50,5,7,4,0,2024,1
6,495,1,9,56,5,10,4,2,2024,1
6,800,0,8,40,7,2,3,2,2024,1
2,641,0,12,31,24,1,4,0,2024,1
8,543,4,20,43,30,3,3,0,2023,1
7,894,1,11,42,8,10,4,0,2024,0
1,257,0,5,63,8,0,2,2,2024,1
4,795,0,5,48,4,10,4,1,2024,1
12,915,0,21,31,29,9,3,0,2023,1
9,950,1,2,61,17,7,4,1,2024,0
3,848,0,3,37,26,6,4,1,2024,1
10,385,1,22,31,18,2,4,2,2024,1
12,291,1,30,50,12,8,4,0,2023,1
5,798,0,16,37,13,5,4,2,2024,1
12,825,0,30,63,20,1,4,2,2023,1
3,369,1,16,40,2,8,4,0,2024,1
6,778,0,6,52,9,6,3,1,2024,1
11,569,0,1,24,4,4,3,2,2024,0
6,954,1,15,40,8,7,3,2,2024,0
3,708,1,24,64,5,0,3,1,2024,1
9,452,0,30,57,23,4,3,1,2023,1
1,249,0,2,32,1,3,3,0,2024,1
4,583,2,12,54,25,5,4,0,2024,1
11,238,1,2,51,10,9,4,0,2024,1
7,208,1,16,56,17,9,4,0,2024,0
8,922,0,22,18,8,0,3,1,2023,1
6,159,2,8,32,14,2,4,1,2024,1
10,256,2,31,44,7,6,4,1,2024,1
7,318,2,19,31,24,2,4,2,2024,1
6,830,0,24,31,1,4,3,2,2024,1
11,863,2,5,41,7,2,4,1,2024,1
11,946,1,18,46,25,3,4,1,2024,0
8,451,1,8,41,14,4,4,0,2024,1
10,349,0,5,49,23,3,3,2,2023,1
2,401,0,16,46,25,9,4,1,2024,1
10,406,1,3,60,5,7,4,0,2024,1
8,350,0,14,22,22,2,3,2,2023,1
2,741,0,12,48,25,10,4,1,2024,0
10,823,0,11,21,16,1,3,1,2024,0
6,614,1,4,31,3,5,4,1,2024,1
9,984,1,4,40,8,9,4,0,2023,1
11,436,0,4,36,1,2,4,2,2024,0
8,814,0,11,41,20,7,4,1,2024,0
12,882,0,1,51,10,1,3,0,2024,1
7,648,1,5,53,30,5,4,0,2024,1
11,499,1,1,23,4,6,4,0,2024,1
8,265,1,2,28,19,7,4,0,2024,1
9,644,0,8,27,18,0,3,2,2024,0
11,648,2,23,43,14,0,4,2,2023,1
6,296,0,19,53,27,0,3,1,2024,0
5,324,0,2,35,16,8,4,2,2024,0
11,247,2,7,50,30,9,4,2,2024,1
5,992,0,19,18,4,8,4,0,2024,0
11,371,0,1,41,8,10,4,2,2024,0
2,490,1,12,35,6,3,4,1,2024,1
7,626,1,28,36,14,7,4,2,2024,1
9,891,0,26,47,23,0,4,0,2024,0
12,643,1,28,64,26,8,4,2,2024,1
2,463,1,6,35,23,0,4,1,2024,1
1,998,1,29,29,28,0,3,2,2024,1
6,175,0,15,30,19,3,3,2,2024,0
6,369,1,24,23,10,6,4,0,2024,0
