,arrival_month,Total_spend,no_of_special_requests,arrival_date,age,Usage_frequency,Support_calls,market_segment_type,type_plan,arrival_year,booking_status
554,11,530,1,20,23,9,6,4,0,2024,1
555,12,820,0,11,62,28,4,3,0,2023,1
556,1,523,0,10,53,28,2,4,1,2024,1
557,4,763,0,6,19,6,1,4,1,2024,1
558,1,373,0,7,40,20,6,4,0,2024,1
559,7,688,0,23,36,17,4,4,2,2024,1
560,4,954,1,27,48,6,3,4,1,2024,1
561,3,180,0,7,52,29,9,4,0,2024,0
562,6,113,1,20,27,6,6,2,1,2024,1
563,7,870,1,9,63,13,8,4,2,2024,1
564,11,563,0,1,40,30,7,4,2,2024,0
565,10,397,2,3,62,29,6,4,1,2024,1
566,3,700,0,16,26,11,2,0,1,2024,1
567,5,915,0,15,61,3,6,2,2,2024,1
568,5,487,1,18,40,18,7,4,1,2024,1
569,8,323,2,9,59,2,7,4,1,2024,0
570,6,633,0,20,34,20,5,4,1,2024,0
571,10,559,0,16,50,5,0,3,0,2023,0
572,4,451,0,2,62,12,8,4,0,2024,0
573,4,398,1,9,56,15,8,4,0,2024,0
574,7,423,1,5,51,24,6,4,2,2024,0
575,9,739,0,16,20,23,10,4,1,2023,1
576,10,551,1,8,24,19,7,4,0,2024,1
577,10,585,1,8,60,23,0,4,1,2023,1
578,3,414,0,29,36,2,6,2,0,2024,1
579,12,914,1,9,29,10,8,3,2,2024,1
580,3,998,1,25,53,22,6,3,0,2024,1
581,11,639,1,19,55,13,1,4,0,2023,1
582,4,900,0,28,44,29,3,4,2,2024,0
583,8,605,0,29,39,26,9,3,1,2023,1
584,10,949,0,21,29,30,5,4,0,2024,1
585,4,587,1,4,50,3,1,4,2,2024,1
586,8,392,2,28,32,9,10,4,1,2024,0
587,4,189,2,3,54,15,7,4,2,2024,1
588,10,829,1,11,24,21,2,3,2,2024,0
589,2,335,1,14,41,2,8,4,1,2024,1
590,10,446,0,3,30,9,5,2,2,2024,1
591,10,854,0,12,36,24,8,4,2,2024,0
592,11,970,0,2,25,2,4,0,1,2024,1
593,9,773,1,21,61,25,5,4,2,2023,1
594,2,228,0,19,42,4,6,2,0,2024,1
595,7,699,1,14,19,11,8,3,1,2024,1
596,10,302,0,8,54,12,10,3,0,2023,1
597,4,966,0,7,20,7,8,3,2,2024,1
598,9,525,2,29,55,26,0,4,0,2024,0
599,3,302,0,18,40,17,6,4,1,2024,1
600,7,989,2,6,60,11,5,4,0,2024,1
601,9,724,1,13,65,15,9,3,1,2024,0
602,7,930,1,8,38,20,7,4,2,2024,1
603,11,635,2,4,43,30,2,4,1,2024,1
604,10,860,1,23,28,23,8,3,2,2024,0
605,3,307,0,7,50,22,8,4,2,2024,0
606,8,624,1,21,27,29,4,4,2,2024,1
607,4,447,1,26,53,26,9,4,1,2024,1
608,6,464,0,23,30,6,4,4,1,2024,0
609,11,789,0,13,43,8,3,2,0,2024,1
610,8,243,0,15,33,11,4,4,0,2024,1
611,8,164,1,11,30,12,10,4,1,2024,1
612,12,960,0,4,57,15,5,3,0,2023,1
613,9,336,2,15,52,15,1,4,2,2024,1
614,9,148,2,1,42,11,7,4,1,2024,1
615,4,692,1,8,22,4,10,4,1,2024,1
616,8,959,0,14,51,2,7,4,1,2023,1
617,11,286,0,20,27,10,6,3,0,2023,1
618,6,352,1,28,41,30,0,4,1,2024,1
619,7,727,2,10,31,3,9,4,2,2024,1
620,5,666,0,5,62,10,1,3,1,2024,0
621,8,404,0,10,41,6,2,4,0,2024,0
622,5,602,1,2,49,21,1,3,2,2024,1
623,11,656,2,12,26,4,5,4,2,2024,0
624,3,542,2,24,33,7,2,4,0,2024,1
625,11,853,1,22,30,2,4,3,0,2023,1
626,11,516,2,1,26,20,9,4,0,2024,1
627,4,239,2,3,55,8,2,4,1,2024,1
628,10,125,2,13,63,12,2,4,2,2024,1
629,8,359,0,29,61,17,10,4,1,2023,1
630,3,697,0,3,58,6,2,4,2,2024,0
631,7,165,0,11,24,4,4,3,0,2023,0
632,5,188,0,20,52,25,10,3,2,2024,1
633,7,312,1,28,20,2,5,4,0,2024,0
634,9,321,2,18,24,17,0,4,1,2024,1
635,9,666,1,5,44,10,0,4,2,2024,1
636,10,313,2,20,64,2,7,4,2,2024,1
637,3,644,0,25,28,16,9,4,2,2024,0
638,8,681,1,21,55,13,2,4,0,2024,1
639,12,491,2,6,38,16,0,4,1,2024,0
640,4,873,0,6,24,20,8,3,1,2024,1
641,10,791,0,16,63,23,6,3,2,2023,1
642,5,329,0,6,63,1,9,4,2,2024,0
643,1,584,0,19,26,29,9,3,0,2024,1
644,11,631,0,18,48,8,10,3,2,2024,1
645,8,780,2,28,42,30,4,4,1,2024,1
646,8,164,1,24,64,27,9,4,0,2024,0
647,8,782,0,4,41,13,1,4,0,2024,0
648,11,245,0,21,26,15,0,3,0,2024,1
649,10,395,0,30,50,10,0,3,1,2023,0
650,12,311,2,29,57,20,2,4,1,2024,1
651,1,615,0,19,27,20,6,3,1,2024,1
652,7,537,1,26,57,14,2,4,1,2024,1
653,6,729,1,11,19,25,0,4,0,2024,1
654,7,253,2,8,41,18,6,4,1,2024,1
655,5,844,0,10,49,20,9,3,1,2024,1
656,10,786,1,1,41,22,2,4,1,2024,1
657,3,697,0,13,59,29,5,2,1,2024,1
658,6,616,1,14,43,10,5,2,1,2024,1
659,12,322,0,4,32,13,0,3,0,2023,1
660,12,147,1,16,34,20,6,4,2,2023,1
661,7,886,1,2,61,28,2,4,0,2024,1
662,12,319,1,28,24,1,2,4,1,2024,1
663,5,264,1,9,54,3,0,4,1,2024,1
664,10,285,0,5,61,26,10,3,0,2024,0
665,1,462,0,26,58,21,6,2,2,2024,1
666,10,405,0,19,20,3,1,3,2,2024,1
667,3,281,0,17,37,21,9,4,0,2024,0
668,1,306,0,25,47,30,6,2,2,2024,1
669,9,315,0,6,52,3,8,3,0,2024,0
670,9,637,2,20,61,4,0,4,1,2023,1
671,8,149,0,25,49,19,9,4,1,2024,0
672,10,325,1,23,56,22,4,3,0,2024,0
673,11,413,0,7,50,2,6,0,1,2024,0
674,10,524,1,25,42,2,5,3,1,2023,1
675,2,336,0,28,42,15,8,3,1,2024,0
676,1,242,0,29,39,20,7,4,1,2024,1
677,6,584,0,3,19,26,2,3,1,2024,0
678,9,586,0,15,32,10,8,4,2,2023,1
679,5,937,0,2,28,6,1,3,0,2024,1
680,8,118,2,11,49,18,4,4,2,2024,1
681,3,761,0,28,54,15,7,4,1,2024,0
682,8,990,2,31,53,23,3,4,2,2024,1
683,11,711,2,18,27,14,6,4,2,2024,0
684,11,969,0,11,61,19,9,3,2,2024,1
685,7,499,2,15,56,5,8,4,0,2024,1
686,9,426,1,4,21,8,8,4,0,2023,1
687,3,935,0,1,51,15,7,3,2,2024,1
688,7,997,0,1,43,30,5,3,1,2023,1
689,9,675,1,5,48,6,9,4,0,2024,1
690,4,626,1,23,35,30,4,4,0,2024,0
691,9,913,0,18,48,28,5,3,2,2024,1
692,3,787,0,4,61,20,8,4,2,2024,0
693,9,667,1,25,20,6,10,4,0,2024,1
694,11,270,1,2,27,11,9,4,1,2024,0
695,12,551,0,6,49,26,7,3,0,2023,1
696,7,543,1,13,42,13,7,4,2,2024,1
697,4,168,1,25,54,12,3,4,1,2024,1
698,5,146,1,21,41,25,3,4,0,2024,0
699,7,635,0,23,20,28,5,4,0,2024,0
700,6,404,0,4,62,13,8,3,2,2024,1
701,4,225,0,20,56,3,4,4,1,2024,1
702,7,501,2,24,31,17,10,4,1,2024,1
703,10,152,2,26,19,4,7,4,0,2024,1
704,9,849,0,27,48,3,1,2,2,2023,1
705,8,173,0,24,45,19,6,4,0,2024,0
706,11,403,0,8,48,21,3,3,2,2023,1
707,3,945,0,6,18,27,1,4,0,2024,1
708,4,140,0,21,21,5,3,4,2,2024,1
709,9,977,0,18,25,25,2,3,2,2023,1
710,11,452,1,13,47,26,10,4,2,2024,1
711,9,981,2,15,57,5,5,4,1,2024,1
712,8,882,0,7,37,7,7,4,0,2024,0
713,10,280,0,20,35,13,2,4,1,2024,0
714,9,919,0,20,59,7,7,2,1,2023,1
715,5,374,1,2,56,21,3,4,0,2024,1
716,12,754,2,8,51,28,6,4,1,2024,1
717,7,100,2,28,43,30,3,4,2,2024,1
718,8,493,0,11,63,5,9,4,0,2023,0
719,8,600,2,16,64,15,8,4,2,2024,1
720,12,572,0,21,34,30,10,4,0,2024,0
721,10,479,0,12,58,14,1,3,1,2024,0
722,2,964,0,3,34,20,9,4,2,2024,0
723,3,710,2,30,64,4,8,4,2,2024,0
724,9,977,0,12,65,15,4,4,2,2024,0
725,5,355,0,22,39,3,10,3,2,2024,1
726,12,602,0,16,38,29,5,4,2,2024,1
727,6,792,0,30,31,15,7,4,0,2024,0
728,9,885,1,6,19,27,9,4,2,2024,1
729,8,989,1,1,48,23,3,4,2,2023,0
730,9,461,0,9,60,20,10,2,2,2023,1
731,6,965,1,8,62,17,5,4,2,2024,1
732,1,156,1,10,53,12,10,4,2,2024,1
733,6,561,0,15,26,12,7,3,1,2024,0
734,6,462,0,7,37,7,8,4,0,2024,1
735,12,431,2,7,20,20,10,4,2,2024,1
736,12,488,0,30,28,24,0,3,2,2023,1
737,10,306,0,13,30,17,7,3,1,2024,1
738,2,578,0,26,26,29,4,4,0,2024,1
739,6,565,0,2,61,24,0,3,0,2024,1
740,5,297,2,9,49,24,2,4,0,2024,1
741,9,804,0,21,20,26,6,3,0,2023,1
742,4,238,0,6,59,25,8,3,1,2024,1
743,6,757,0,18,25,27,9,4,1,2024,0
744,7,375,0,8,35,3,2,4,1,2024,0
745,8,617,2,17,64,18,7,4,1,2023,0
746,4,185,1,18,40,16,10,4,2,2024,0
747,7,751,0,5,46,8,7,3,0,2024,1
748,5,409,1,24,41,3,8,2,2,2024,1
749,8,708,0,11,26,29,7,3,2,2024,1
750,3,186,0,17,47,26,5,4,0,2024,1
751,4,602,0,21,61,3,5,4,1,2024,0
752,7,980,1,10,20,21,4,4,1,2024,0
753,5,131,0,5,51,22,10,4,2,2024,0
754,8,151,2,9,55,13,9,4,1,2024,0
755,5,740,1,23,64,4,3,4,2,2024,0
756,9,440,0,19,29,15,0,3,0,2024,1
757,8,580,0,25,32,27,5,4,1,2024,1
758,10,808,0,29,30,11,2,4,1,2024,0
759,9,500,0,29,42,8,9,2,2,2023,1
760,10,159,1,29,19,20,9,3,2,2024,1
761,9,678,0,15,40,29,6,4,1,2024,0
762,5,814,2,7,63,29,9,4,0,2024,1
763,9,650,1,21,44,25,2,4,1,2024,0
764,9,996,0,26,53,13,8,4,1,2024,0
765,2,501,1,13,54,6,1,4,0,2024,1
766,2,563,0,13,29,21,7,4,1,2024,1
767,8,302,0,19,25,13,10,3,2,2024,0
768,10,412,2,31,50,4,4,4,2,2024,0
769,8,973,0,3,42,12,2,4,0,2024,0
770,11,602,0,6,38,15,4,4,0,2024,0
771,10,495,0,6,57,2,10,4,2,2024,1
772,4,737,0,12,57,30,2,3,0,2024,1
773,6,442,0,15,33,10,10,3,0,2024,0
774,9,457,0,20,43,21,8,2,0,2023,1
775,6,602,1,10,33,2,10,3,1,2024,1
776,8,418,0,19,36,4,7,1,2,2023,1
777,4,267,0,19,60,10,3,4,0,2024,0
778,7,943,0,17,48,26,5,4,0,2024,0
779,10,265,0,30,22,5,8,3,0,2023,0
780,10,348,0,10,30,21,6,4,2,2023,0
781,8,349,1,22,43,7,7,4,1,2024,1
782,2,886,0,21,45,10,7,3,1,2024,1
783,11,831,0,5,22,20,0,3,1,2024,1
784,8,934,2,11,44,7,9,4,0,2023,1
785,6,421,0,15,18,7,6,3,2,2024,0
786,12,387,1,24,18,5,3,4,0,2023,1
787,10,931,1,3,33,9,1,4,1,2024,0
788,5,458,0,8,38,25,4,2,1,2024,1
789,4,538,0,6,29,8,9,4,2,2024,0
790,9,369,0,18,22,16,5,3,2,2023,1
791,8,999,1,20,44,19,4,4,1,2023,1
792,11,453,1,5,32,19,5,4,2,2024,0
793,8,452,0,14,38,27,8,3,2,2023,1
794,10,827,1,7,40,25,1,3,1,2024,1
795,5,111,0,25,48,22,4,4,2,2024,1
796,10,939,0,16,41,3,0,4,2,2024,1
797,8,385,1,13,54,19,9,4,1,2024,1
798,6,220,0,17,28,25,6,3,2,2024,0
799,5,535,0,24,20,2,4,4,2,2024,0
800,9,628,0,8,39,29,8,4,0,2024,1
801,9,533,2,12,28,29,6,4,0,2023,1
802,6,115,0,6,26,24,9,3,1,2024,1
803,9,566,0,15,64,26,4,4,0,2024,1
804,7,438,2,20,34,28,1,4,0,2024,1
805,6,932,0,19,26,25,2,3,0,2024,1
806,6,372,1,26,61,6,9,4,1,2024,1
807,6,613,0,24,27,16,7,3,1,2024,1
808,11,831,0,4,53,5,4,3,2,2023,1
809,8,289,0,16,27,23,6,4,0,2024,0
810,10,895,0,4,64,19,4,4,0,2024,0
811,4,524,1,21,59,30,7,4,0,2024,1
812,12,372,2,8,19,13,2,4,1,2024,1
813,7,194,1,11,28,7,5,4,2,2024,1
814,8,699,0,1,52,12,9,4,1,2024,0
815,11,470,2,18,32,6,8,4,2,2024,1
816,2,135,1,15,42,21,4,4,0,2024,1
817,10,716,0,12,31,12,4,3,1,2024,0
818,4,787,1,11,27,1,7,3,1,2024,1
819,10,177,1,2,65,17,5,4,1,2023,1
820,11,546,0,21,22,12,3,4,0,2024,0
821,6,759,0,15,55,30,8,4,2,2024,0
822,10,381,0,28,32,28,6,3,0,2023,1
823,1,660,1,25,54,6,2,4,1,2024,1
824,6,631,0,9,41,5,10,4,0,2024,0
825,3,195,1,14,44,20,4,4,1,2024,0
826,5,389,0,8,27,22,8,4,2,2024,1
827,10,663,0,13,29,22,6,3,1,2024,1
828,5,347,0,27,28,19,8,3,1,2024,1
829,10,735,1,13,29,8,2,4,0,2024,1
830,7,806,1,19,37,2,7,4,1,2024,1
831,6,950,0,24,45,30,1,3,0,2024,1
832,5,433,0,20,49,26,8,3,1,2024,1
833,9,809,0,28,61,20,6,3,2,2024,1
834,10,222,0,12,56,27,10,3,2,2023,0
835,9,272,1,4,41,25,9,4,0,2023,1
836,3,216,0,27,19,28,3,3,2,2024,1
837,8,613,3,17,20,10,5,4,2,2023,1
838,8,223,2,1,20,18,10,4,2,2024,1
839,10,229,0,29,21,13,9,3,0,2023,1
840,9,120,0,22,38,16,1,4,1,2024,0
841,11,230,1,18,29,20,0,3,2,2023,1
842,9,102,0,12,54,20,2,4,2,2024,0
843,10,966,2,7,27,10,2,4,0,2023,1
844,4,585,0,12,28,12,5,4,0,2024,0
845,2,829,1,26,21,17,2,2,2,2024,1
846,4,919,0,2,24,13,4,4,1,2024,0
847,8,434,1,8,50,25,8,4,1,2024,1
848,10,361,0,14,54,13,0,3,1,2024,1
849,8,186,1,19,26,2,6,4,1,2023,1
850,6,417,0,5,65,15,9,2,2,2024,0
851,10,939,1,2,37,12,7,4,2,2024,1
852,8,438,1,18,42,27,2,3,2,2024,0
853,10,240,0,21,58,26,6,4,1,2024,0
854,9,869,0,24,54,27,7,4,0,2024,0
855,9,536,1,28,53,15,0,4,1,2024,1
856,10,815,0,2,50,6,4,3,0,2023,1
857,10,460,2,13,55,16,6,4,1,2024,1
858,10,108,2,13,61,19,1,4,2,2024,1
859,5,344,2,25,40,26,7,4,2,2024,0
860,3,329,1,1,23,24,6,4,0,2024,1
861,4,954,2,28,52,12,0,3,2,2024,1
862,3,154,1,19,47,30,4,4,1,2024,0
863,3,380,0,5,43,11,1,4,1,2024,0
864,12,514,1,2,52,7,3,4,2,2024,0
865,12,700,2,8,65,1,3,4,2,2024,1
866,3,615,0,8,37,15,7,4,0,2024,0
867,6,726,1,20,29,30,5,2,1,2024,1
868,11,929,1,22,37,3,8,4,2,2024,1
869,8,421,1,1,65,20,10,4,2,2024,1
870,10,393,0,10,63,11,7,3,2,2023,1
871,8,239,2,13,51,30,4,4,1,2024,0
872,9,192,0,20,24,2,5,4,2,2024,0
873,8,127,1,14,31,1,6,4,1,2024,1
874,10,484,0,20,27,30,3,3,1,2024,1
875,12,947,0,5,42,27,0,4,1,2024,1
876,10,608,2,19,40,13,10,4,2,2024,1
877,3,907,1,16,57,2,7,4,2,2024,1
878,10,472,1,31,42,12,0,3,1,2023,1
879,7,211,0,13,25,1,7,4,2,2024,1
880,9,840,3,9,33,19,3,4,0,2024,1
881,1,498,1,8,59,17,9,4,1,2024,1
882,9,548,1,10,44,1,8,1,2,2023,1
883,10,133,1,23,22,30,4,3,0,2024,1
884,8,115,0,15,46,12,10,3,2,2024,1
885,4,241,1,15,42,17,3,3,1,2024,1
886,10,637,0,22,58,27,8,4,0,2024,0
887,10,930,1,30,57,2,7,3,2,2023,1
888,5,121,0,8,63,11,9,3,0,2024,1
889,2,206,0,12,30,23,5,4,2,2024,0
890,12,887,1,19,25,2,5,4,1,2023,1
891,10,179,0,3,48,11,4,3,0,2024,0
892,7,669,0,7,60,4,7,4,0,2023,0
893,12,349,0,2,58,16,3,3,2,2024,1
894,4,979,0,27,39,12,3,4,0,2024,0
895,3,257,0,18,35,1,10,4,1,2024,0
896,8,111,0,10,54,26,9,4,0,2023,0
897,5,802,2,27,56,16,8,4,2,2024,1
898,8,262,2,5,57,15,9,4,2,2023,1
899,7,860,0,9,47,25,4,4,2,2024,0
900,2,809,0,13,29,10,7,4,2,2024,0
901,5,473,0,4,25,6,10,4,2,2024,0
902,11,967,2,27,26,28,4,4,1,2023,1
903,9,725,1,13,37,1,6,3,2,2024,0
904,9,164,1,19,26,25,6,2,1,2024,1
905,7,829,0,13,34,12,6,3,0,2024,1
906,11,965,1,1,31,4,5,4,1,2023,1
907,9,765,1,7,55,17,8,4,2,2024,1
908,9,226,0,5,51,18,9,4,2,2024,0
909,3,359,1,19,28,12,1,4,1,2024,1
910,8,764,0,9,18,20,6,3,0,2024,1
911,5,704,0,16,29,1,6,4,0,2024,1
912,8,791,0,21,40,28,7,4,2,2024,1
913,10,381,5,14,57,10,7,4,1,2023,1
914,10,413,0,12,21,2,7,3,0,2024,0
915,10,723,2,5,48,10,5,4,0,2024,1
916,9,709,0,24,22,1,10,4,0,2024,0
917,9,721,0,11,63,19,6,4,2,2024,1
918,4,725,2,11,29,16,3,4,0,2024,1
919,11,175,1,10,50,9,2,4,0,2024,1
920,4,784,0,24,38,16,7,4,2,2024,0
921,6,189,0,24,30,13,3,3,1,2024,1
922,10,724,0,6,52,8,9,3,1,2023,1
923,2,626,0,18,47,19,8,4,1,2024,0
924,7,265,1,1,18,9,5,2,0,2024,1
925,11,592,0,16,35,11,5,2,0,2024,1
926,3,385,1,4,49,16,4,4,2,2024,1
927,9,106,1,5,46,18,2,4,0,2024,0
928,8,511,1,12,36,18,6,4,1,2024,1
929,10,476,0,9,63,20,2,3,1,2024,0
930,3,903,0,20,39,29,2,4,2,2024,1
931,9,543,2,3,24,5,10,4,0,2023,1
932,5,227,0,16,63,26,2,2,1,2024,1
933,7,561,0,16,29,23,5,4,2,2023,0
934,1,809,1,14,47,12,2,4,0,2024,1
935,12,213,0,5,52,28,7,2,0,2023,1
936,3,557,1,25,49,3,6,3,2,2024,1
937,11,772,0,20,33,21,1,3,0,2024,1
938,11,370,0,7,25,21,7,3,2,2024,1
939,7,726,0,6,36,8,7,3,0,2024,0
940,9,717,0,30,40,27,5,3,0,2024,1
941,7,502,1,10,26,2,7,4,0,2023,0
942,8,810,1,5,55,12,9,4,0,2023,1
943,12,599,1,3,34,7,4,4,1,2023,0
944,7,659,1,30,62,24,4,4,1,2024,0
945,9,659,0,16,27,30,9,4,1,2024,0
946,9,281,0,18,63,17,6,3,2,2023,1
947,8,793,0,14,50,29,7,3,2,2023,1
948,9,964,1,2,63,21,10,4,0,2024,1
949,4,398,2,1,51,25,5,4,0,2024,1
950,7,483,0,13,45,16,8,4,0,2024,1
951,9,975,0,26,49,12,2,4,0,2024,0
952,2,570,0,4,60,13,7,2,1,2024,1
953,10,917,0,13,36,8,4,3,1,2023,1
954,11,945,0,1,41,6,6,3,2,2024,1
955,7,101,1,6,59,21,10,4,0,2024,1
956,6,985,0,17,56,30,8,3,0,2024,0
957,7,121,0,21,43,27,5,3,0,2024,1
958,4,309,0,22,27,13,1,3,1,2024,0
959,10,808,1,2,38,19,0,4,0,2024,0
960,12,122,1,27,64,5,6,4,0,2024,1
961,9,789,0,26,63,30,7,3,0,2024,0
962,10,955,2,17,43,1,2,4,0,2024,1
963,12,520,1,29,55,14,4,3,2,2024,1
964,12,121,0,4,23,17,9,3,0,2023,1
965,10,959,1,25,36,8,10,4,1,2024,1
966,11,849,3,10,60,17,6,4,0,2024,1
967,10,425,1,23,35,4,2,4,0,2024,0
968,2,494,0,24,54,14,9,4,0,2024,1
969,8,834,0,14,27,21,1,3,0,2023,1
970,6,858,1,20,28,10,0,4,1,2024,1
971,7,891,0,14,49,10,2,3,1,2024,1
972,10,553,0,13,59,1,6,3,2,2024,1
973,7,718,0,21,36,2,3,3,0,2024,1
974,4,874,1,9,63,24,9,3,2,2024,1
975,11,226,0,25,42,27,6,3,0,2024,0
976,12,340,0,20,29,4,3,4,0,2024,0
977,5,185,0,17,45,19,6,2,0,2024,1
978,7,338,2,4,20,21,9,4,2,2024,0
979,7,846,0,31,46,23,8,4,1,2024,0
980,9,976,4,26,33,19,6,4,2,2024,1
981,7,275,2,21,22,28,3,4,1,2024,1
982,10,510,1,1,46,13,7,4,2,2023,1
983,8,387,2,1,27,19,8,4,2,2024,0
984,11,191,1,14,50,22,8,4,0,2024,1
985,7,666,1,18,20,10,6,4,1,2024,1
986,11,724,1,19,63,8,10,4,1,2024,1
987,9,575,1,26,28,29,2,4,1,2024,1
988,9,767,2,1,20,3,1,4,0,2024,1
989,5,293,2,9,25,27,7,4,1,2024,1
990,8,513,1,18,22,3,1,3,2,2024,0
991,9,968,1,25,22,2,10,3,0,2023,1
992,9,949,0,9,59,2,1,2,0,2023,0
993,9,646,1,1,57,2,9,1,1,2023,1
994,11,743,2,17,58,23,6,4,2,2024,1
995,4,170,0,25,60,29,10,4,1,2024,0
996,12,469,2,12,31,9,4,4,2,2023,1
997,10,619,0,1,25,3,9,4,2,2023,1
998,9,761,0,18,51,28,2,3,1,2023,1
999,7,592,1,28,50,25,9,4,0,2024,1
1000,10,399,0,16,28,26,8,3,1,2023,1
1001,7,398,1,27,34,27,6,4,2,2023,1
1002,8,534,0,9,53,19,9,4,2,2023,1
1003,10,251,0,16,51,8,3,3,0,2023,0
1004,9,511,2,4,29,10,2,4,0,2024,1
1005,5,358,1,4,59,11,1,1,1,2024,1
1006,10,842,0,20,62,3,1,3,2,2023,1
1007,3,945,0,26,38,26,7,4,1,2024,0
1008,8,460,1,29,64,19,2,4,1,2023,0
1009,10,140,1,21,36,28,10,4,0,2024,0
1010,4,995,0,22,48,10,2,4,1,2024,0
1011,9,598,0,26,37,1,3,4,0,2024,1
1012,3,663,0,5,61,4,1,4,1,2024,0
1013,4,585,1,28,55,25,7,4,2,2024,1
1014,8,160,1,4,47,22,1,4,2,2023,1
1015,11,582,0,11,49,9,8,3,2,2024,1
1016,6,353,0,3,48,21,9,4,2,2024,1
1017,3,797,1,16,18,17,6,4,0,2024,1
1018,9,975,0,8,51,10,4,4,1,2024,0
1019,1,752,2,7,19,5,8,4,1,2024,1
1020,7,611,0,6,20,20,10,4,0,2024,0
1021,10,670,0,6,35,24,1,3,1,2023,1
1022,8,850,1,17,48,30,1,4,1,2024,1
1023,3,629,0,1,52,1,0,3,0,2024,1
1024,10,376,0,25,42,25,6,3,1,2024,1
1025,10,549,3,5,43,5,8,4,0,2024,1
1026,10,614,0,15,51,30,7,3,0,2023,1
1027,8,359,1,5,58,30,3,4,1,2023,1
1028,4,680,1,15,35,2,6,4,1,2024,1
1029,3,206,1,20,39,19,10,4,2,2024,1
1030,3,496,1,17,54,16,10,2,2,2024,1
1031,8,926,0,19,42,11,7,4,1,2024,0
1032,9,852,0,17,52,18,8,3,0,2023,1
1033,12,217,2,6,43,22,7,4,1,2024,1
1034,9,195,0,3,54,29,7,4,0,2024,0
1035,7,444,0,21,42,4,0,3,1,2024,0
1036,11,562,1,7,56,4,8,4,2,2024,1
1037,9,462,0,22,62,15,5,3,2,2024,0
1038,7,107,2,23,40,28,10,4,0,2024,1
1039,2,436,2,5,55,18,10,4,1,2024,1
1040,4,919,0,16,55,24,2,4,2,2024,0
1041,2,718,1,12,24,9,2,3,0,2024,1
1042,4,442,0,21,52,12,1,4,0,2024,1
1043,10,421,3,19,21,10,5,2,2,2024,1
1044,10,428,0,30,19,14,0,4,0,2024,1
1045,4,929,0,29,53,2,5,3,1,2024,1
1046,11,118,0,15,52,5,9,3,1,2024,1
1047,8,133,1,27,41,28,8,4,1,2024,0
1048,8,208,0,8,18,16,0,4,2,2024,0
1049,9,767,1,25,40,12,1,4,1,2024,1
1050,6,318,1,28,43,4,3,4,1,2024,0
1051,5,948,2,9,58,23,9,4,0,2024,1
1052,4,716,0,13,39,19,0,4,1,2024,0
1053,4,757,2,29,54,9,2,4,0,2024,1
1054,11,952,1,26,51,20,1,4,2,2024,0
1055,12,408,0,7,44,26,0,4,2,2024,0
1056,1,991,0,2,19,6,6,3,0,2024,1
1057,11,250,1,16,51,22,8,4,2,2023,1
1058,5,713,1,20,37,5,6,3,1,2024,1
1059,12,766,2,5,56,7,4,4,1,2024,1
1060,9,658,1,12,39,28,2,4,0,2024,1
1061,6,641,0,12,41,1,3,3,0,2024,0
1062,5,256,2,4,20,22,3,4,1,2024,1
1063,3,721,1,11,34,24,1,4,1,2024,1
1064,3,623,0,4,41,2,3,4,0,2024,0
1065,7,675,1,6,38,19,2,4,1,2024,1
1066,10,899,0,16,48,23,2,3,1,2023,0
1067,4,144,0,20,22,12,3,2,0,2024,1
1068,3,905,0,24,63,3,10,3,0,2024,1
1069,9,426,1,16,48,8,4,4,2,2024,1
1070,8,517,3,23,34,22,6,4,0,2023,1
1071,12,576,0,16,33,1,3,4,0,2024,0
1072,12,162,1,14,53,28,5,4,0,2024,1
1073,12,541,2,3,22,21,4,3,1,2024,1
1074,6,741,1,26,27,25,1,4,2,2024,1
1075,10,262,3,4,30,19,5,4,0,2023,1
1076,8,459,0,8,35,23,8,3,0,2023,0
1077,7,825,0,11,51,19,9,4,2,2024,0
1078,1,382,0,2,41,8,5,4,1,2024,1
1079,10,487,0,24,28,16,10,3,0,2024,1
1080,3,781,3,15,60,14,9,4,2,2024,1
1081,8,816,1,27,22,21,3,4,0,2024,0
1082,8,156,2,4,47,25,0,4,2,2024,1
1083,6,824,0,3,60,1,7,3,0,2024,1
1084,10,412,0,15,21,21,10,4,1,2024,0
1085,6,194,1,17,23,15,5,4,2,2024,1
1086,9,303,0,14,52,25,3,4,2,2024,0
1087,2,656,0,19,65,20,3,2,0,2024,1
1088,10,937,0,8,53,13,0,3,0,2023,1
1089,10,427,1,5,53,9,9,4,0,2024,0
1090,9,172,2,3,61,1,9,4,2,2024,1
1091,2,356,1,27,31,14,6,4,1,2024,1
1092,6,874,1,23,27,29,5,4,0,2024,1
1093,10,271,0,11,47,3,1,3,0,2024,0
1094,12,848,0,1,24,25,5,4,2,2024,0
1095,11,584,1,14,41,18,8,4,2,2024,1
1096,3,532,1,19,44,9,10,4,0,2024,0
1097,8,878,1,7,55,20,2,4,0,2023,1
1098,6,376,1,21,34,20,0,4,0,2024,1
1099,3,937,1,18,50,14,4,4,0,2024,1
1100,10,981,0,10,62,17,4,3,2,2023,0
1101,9,124,2,23,23,13,1,4,2,2024,1
1102,8,903,1,1,38,15,0,4,0,2024,1
1103,8,384,0,19,33,4,7,4,2,2024,0
1104,10,531,0,13,62,16,10,3,1,2023,1
1105,6,947,0,17,49,4,3,3,2,2024,0
1106,4,948,1,28,42,11,10,4,2,2024,1
